OBJECTID;Date;Latitude;Longitude;Oceans;Regions;Location;Microplastics Measurement (density);Unit;Density Class Range;Concentration Class;Sampling Method;Short Reference;Long Reference;DOI;Organization;Keywords;NCEI Accession Number;NCEI Accession Link
13077;17/08/2018;217.621;1.133.250;Pacific Ocean;South China Sea;South China Sea;744.000.000;pieces/m3;>=10;Very High;Stainless steel bucket;Xu et al.2022;Xu, S., L. Chen, K. Zhang, Y. Cao, Y. Ma, H. S. Chau, D. Tao, C. Wu, C. Li, P.K.S. Lam. 2022. Microplastic occurrence in the northern South China Sea, A case for Pre and Post cyclone analysis. Chemosphere 296, 133980. https://doi.org/10.1016/j.chemosphere.2022.133980. ;https://doi.org/10.1016/j.chemosphere.2022.133980;City University of Hong Kong;;276267;https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:276267
13078;17/08/2018;216.587;1.133.715;Pacific Ocean;South China Sea;South China Sea;411.000.000;pieces/m3;>=10;Very High;Stainless steel bucket;Xu et al.2022;Xu, S., L. Chen, K. Zhang, Y. Cao, Y. Ma, H. S. Chau, D. Tao, C. Wu, C. Li, P.K.S. Lam. 2022. Microplastic occurrence in the northern South China Sea, A case for Pre and Post cyclone analysis. Chemosphere 296, 133980. https://doi.org/10.1016/j.chemosphere.2022.133980. ;https://doi.org/10.1016/j.chemosphere.2022.133980;City University of Hong Kong;;276267;https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:276267
13079;17/08/2018;221.359;1.139.360;Pacific Ocean;South China Sea;South China Sea;462.000.000;pieces/m3;>=10;Very High;Stainless steel bucket;Xu et al.2022;Xu, S., L. Chen, K. Zhang, Y. Cao, Y. Ma, H. S. Chau, D. Tao, C. Wu, C. Li, P.K.S. Lam. 2022. Microplastic occurrence in the northern South China Sea, A case for Pre and Post cyclone analysis. Chemosphere 296, 133980. https://doi.org/10.1016/j.chemosphere.2022.133980. ;https://doi.org/10.1016/j.chemosphere.2022.133980;City University of Hong Kong;;276267;https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:276267
13080;21/08/2018;220.870;1.139.610;Pacific Ocean;South China Sea;South China Sea;488.000.000;pieces/m3;>=10;Very High;Stainless steel bucket;Xu et al.2022;Xu, S., L. Chen, K. Zhang, Y. Cao, Y. Ma, H. S. Chau, D. Tao, C. Wu, C. Li, P.K.S. Lam. 2022. Microplastic occurrence in the northern South China Sea, A case for Pre and Post cyclone analysis. Chemosphere 296, 133980. https://doi.org/10.1016/j.chemosphere.2022.133980. ;https://doi.org/10.1016/j.chemosphere.2022.133980;City University of Hong Kong;;276267;https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:276267
13081;21/08/2018;219.617;1.140.214;Pacific Ocean;South China Sea;South China Sea;898.000.000;pieces/m3;>=10;Very High;Stainless steel bucket;Xu et al.2022;Xu, S., L. Chen, K. Zhang, Y. Cao, Y. Ma, H. S. Chau, D. Tao, C. Wu, C. Li, P.K.S. Lam. 2022. Microplastic occurrence in the northern South China Sea, A case for Pre and Post cyclone analysis. Chemosphere 296, 133980. https://doi.org/10.1016/j.chemosphere.2022.133980. ;https://doi.org/10.1016/j.chemosphere.2022.133980;City University of Hong Kong;;276267;https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:276267
13082;22/08/2018;220.939;1.140.630;Pacific Ocean;South China Sea;South China Sea;1.514.000.000;pieces/m3;>=10;Very High;Stainless steel bucket;Xu et al.2022;Xu, S., L. Chen, K. Zhang, Y. Cao, Y. Ma, H. S. Chau, D. Tao, C. Wu, C. Li, P.K.S. Lam. 2022. Microplastic occurrence in the northern South China Sea, A case for Pre and Post cyclone analysis. Chemosphere 296, 133980. https://doi.org/10.1016/j.chemosphere.2022.133980. ;https://doi.org/10.1016/j.chemosphere.2022.133980;City University of Hong Kong;;276267;https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:276267
13083;22/08/2018;219.854;1.141.040;Pacific Ocean;South China Sea;South China Sea;1.078.000.000;pieces/m3;>=10;Very High;Stainless steel bucket;Xu et al.2022;Xu, S., L. Chen, K. Zhang, Y. Cao, Y. Ma, H. S. Chau, D. Tao, C. Wu, C. Li, P.K.S. Lam. 2022. Microplastic occurrence in the northern South China Sea, A case for Pre and Post cyclone analysis. Chemosphere 296, 133980. https://doi.org/10.1016/j.chemosphere.2022.133980. ;https://doi.org/10.1016/j.chemosphere.2022.133980;City University of Hong Kong;;276267;https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:276267
13490;09/02/2018;123.538;1.203.398;Pacific Ocean;Sulu Sea;South China Sea;0.127955;pieces/m3;0.005-1;Medium;Manta net;Faure et al.2015;Faure, F., C. Saini, G. Potter, F. Galgani, L.F. de Alencastro, P. Hagmann. 2015. An evaluation of surface micro- and mesoplastic pollution in pelagic ecosystems of the Western Mediterranean Sea. Environmental Science and Pollution Research 22:12190-12197. https://doi.org/10.1007/s11356-015-4453-3;https://doi.org/10.1007/s11356-015-4453-3;Oceaneye Association,  Switzerland;"Oceaneye Association; Citizen Science";276422;https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:276422
13491;10/02/2018;122.543;1.203.497;Pacific Ocean;Sulu Sea;South China Sea;0.068217;pieces/m3;0.005-1;Medium;Manta net;Faure et al.2015;Faure, F., C. Saini, G. Potter, F. Galgani, L.F. de Alencastro, P. Hagmann. 2015. An evaluation of surface micro- and mesoplastic pollution in pelagic ecosystems of the Western Mediterranean Sea. Environmental Science and Pollution Research 22:12190-12197. https://doi.org/10.1007/s11356-015-4453-3;https://doi.org/10.1007/s11356-015-4453-3;Oceaneye Association,  Switzerland;"Oceaneye Association; Citizen Science";276422;https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:276422
13492;15/02/2018;105.488;1.190.442;Pacific Ocean;South China Sea;South China Sea;0.008303;pieces/m3;0.005-1;Medium;Manta net;Faure et al.2015;Faure, F., C. Saini, G. Potter, F. Galgani, L.F. de Alencastro, P. Hagmann. 2015. An evaluation of surface micro- and mesoplastic pollution in pelagic ecosystems of the Western Mediterranean Sea. Environmental Science and Pollution Research 22:12190-12197. https://doi.org/10.1007/s11356-015-4453-3;https://doi.org/10.1007/s11356-015-4453-3;Oceaneye Association,  Switzerland;"Oceaneye Association; Citizen Science";276422;https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:276422
13493;18/02/2018;103.533;1.179.177;Pacific Ocean;South China Sea;South China Sea;0.152619;pieces/m3;0.005-1;Medium;Manta net;Faure et al.2015;Faure, F., C. Saini, G. Potter, F. Galgani, L.F. de Alencastro, P. Hagmann. 2015. An evaluation of surface micro- and mesoplastic pollution in pelagic ecosystems of the Western Mediterranean Sea. Environmental Science and Pollution Research 22:12190-12197. https://doi.org/10.1007/s11356-015-4453-3;https://doi.org/10.1007/s11356-015-4453-3;Oceaneye Association,  Switzerland;"Oceaneye Association; Citizen Science";276422;https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:276422
13494;20/02/2018;87.612;1.150.850;Pacific Ocean;South China Sea;South China Sea;0.028456;pieces/m3;0.005-1;Medium;Manta net;Faure et al.2015;Faure, F., C. Saini, G. Potter, F. Galgani, L.F. de Alencastro, P. Hagmann. 2015. An evaluation of surface micro- and mesoplastic pollution in pelagic ecosystems of the Western Mediterranean Sea. Environmental Science and Pollution Research 22:12190-12197. https://doi.org/10.1007/s11356-015-4453-3;https://doi.org/10.1007/s11356-015-4453-3;Oceaneye Association,  Switzerland;"Oceaneye Association; Citizen Science";276422;https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:276422
13495;21/02/2018;59.712;1.151.597;Pacific Ocean;South China Sea;South China Sea;0.036106;pieces/m3;0.005-1;Medium;Manta net;Faure et al.2015;Faure, F., C. Saini, G. Potter, F. Galgani, L.F. de Alencastro, P. Hagmann. 2015. An evaluation of surface micro- and mesoplastic pollution in pelagic ecosystems of the Western Mediterranean Sea. Environmental Science and Pollution Research 22:12190-12197. https://doi.org/10.1007/s11356-015-4453-3;https://doi.org/10.1007/s11356-015-4453-3;Oceaneye Association,  Switzerland;"Oceaneye Association; Citizen Science";276422;https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:276422
13496;26/02/2018;50.670;1.151.328;Pacific Ocean;South China Sea;South China Sea;0.026657;pieces/m3;0.005-1;Medium;Manta net;Faure et al.2015;Faure, F., C. Saini, G. Potter, F. Galgani, L.F. de Alencastro, P. Hagmann. 2015. An evaluation of surface micro- and mesoplastic pollution in pelagic ecosystems of the Western Mediterranean Sea. Environmental Science and Pollution Research 22:12190-12197. https://doi.org/10.1007/s11356-015-4453-3;https://doi.org/10.1007/s11356-015-4453-3;Oceaneye Association,  Switzerland;"Oceaneye Association; Citizen Science";276422;https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:276422
13497;01/03/2018;45.583;1.135.418;Pacific Ocean;South China Sea;South China Sea;0.006555;pieces/m3;0.005-1;Medium;Manta net;Faure et al.2015;Faure, F., C. Saini, G. Potter, F. Galgani, L.F. de Alencastro, P. Hagmann. 2015. An evaluation of surface micro- and mesoplastic pollution in pelagic ecosystems of the Western Mediterranean Sea. Environmental Science and Pollution Research 22:12190-12197. https://doi.org/10.1007/s11356-015-4453-3;https://doi.org/10.1007/s11356-015-4453-3;Oceaneye Association,  Switzerland;"Oceaneye Association; Citizen Science";276422;https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:276422
13498;02/03/2018;32.898;1.116.460;Pacific Ocean;South China Sea;South China Sea;0.013546;pieces/m3;0.005-1;Medium;Manta net;Faure et al.2015;Faure, F., C. Saini, G. Potter, F. Galgani, L.F. de Alencastro, P. Hagmann. 2015. An evaluation of surface micro- and mesoplastic pollution in pelagic ecosystems of the Western Mediterranean Sea. Environmental Science and Pollution Research 22:12190-12197. https://doi.org/10.1007/s11356-015-4453-3;https://doi.org/10.1007/s11356-015-4453-3;Oceaneye Association,  Switzerland;"Oceaneye Association; Citizen Science";276422;https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:276422
13499;08/03/2018;18.858;1.103.667;Pacific Ocean;South China Sea;South China Sea;0.403167;pieces/m3;0.005-1;Medium;Manta net;Faure et al.2015;Faure, F., C. Saini, G. Potter, F. Galgani, L.F. de Alencastro, P. Hagmann. 2015. An evaluation of surface micro- and mesoplastic pollution in pelagic ecosystems of the Western Mediterranean Sea. Environmental Science and Pollution Research 22:12190-12197. https://doi.org/10.1007/s11356-015-4453-3;https://doi.org/10.1007/s11356-015-4453-3;Oceaneye Association,  Switzerland;"Oceaneye Association; Citizen Science";276422;https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:276422
13500;12/03/2018;15.773;1.048.977;Pacific Ocean;South China Sea;South China Sea;0.000000;pieces/m3;0-0.0005;Very Low;Manta net;Faure et al.2015;Faure, F., C. Saini, G. Potter, F. Galgani, L.F. de Alencastro, P. Hagmann. 2015. An evaluation of surface micro- and mesoplastic pollution in pelagic ecosystems of the Western Mediterranean Sea. Environmental Science and Pollution Research 22:12190-12197. https://doi.org/10.1007/s11356-015-4453-3;https://doi.org/10.1007/s11356-015-4453-3;Oceaneye Association,  Switzerland;"Oceaneye Association; Citizen Science";276422;https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:276422
15170;28/05/2019;129.358;1.008.822;Pacific Ocean;Gulf of Thailand;South China Sea;5.520.000.000;pieces/m3;500-30000;Medium;Metal spoon;Bissen and Chawchai, 2020;Bissen, R., C. Sakonvan. 2020. Microplastics on beaches along the eastern Gulf of Thailand - A preliminary study. Marine Pollution Bulletin 157, 111345. https://doi.org/10.1016/j.marpolbul.2020.111345;https://doi.org/10.1016/j.marpolbul.2020.111345;Chulalongkorn University, Bangkok, Thailand;;278059;https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:278059
15171;28/05/2019;128.986;1.008.667;Pacific Ocean;Gulf of Thailand;South China Sea;5.840.000.000;pieces/m3;500-30000;Medium;Metal spoon;Bissen and Chawchai, 2020;Bissen, R., C. Sakonvan. 2020. Microplastics on beaches along the eastern Gulf of Thailand - A preliminary study. Marine Pollution Bulletin 157, 111345. https://doi.org/10.1016/j.marpolbul.2020.111345;https://doi.org/10.1016/j.marpolbul.2020.111345;Chulalongkorn University, Bangkok, Thailand;;278059;https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:278059
15172;28/05/2019;128.986;1.008.667;Pacific Ocean;Gulf of Thailand;South China Sea;7.680.000.000;pieces/m3;500-30000;Medium;Metal spoon;Bissen and Chawchai, 2020;Bissen, R., C. Sakonvan. 2020. Microplastics on beaches along the eastern Gulf of Thailand - A preliminary study. Marine Pollution Bulletin 157, 111345. https://doi.org/10.1016/j.marpolbul.2020.111345;https://doi.org/10.1016/j.marpolbul.2020.111345;Chulalongkorn University, Bangkok, Thailand;;278059;https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:278059
15173;28/05/2019;127.714;1.008.989;Pacific Ocean;Gulf of Thailand;South China Sea;6.560.000.000;pieces/m3;500-30000;Medium;Metal spoon;Bissen and Chawchai, 2020;Bissen, R., C. Sakonvan. 2020. Microplastics on beaches along the eastern Gulf of Thailand - A preliminary study. Marine Pollution Bulletin 157, 111345. https://doi.org/10.1016/j.marpolbul.2020.111345;https://doi.org/10.1016/j.marpolbul.2020.111345;Chulalongkorn University, Bangkok, Thailand;;278059;https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:278059
15174;28/05/2019;127.422;1.008.411;Pacific Ocean;Gulf of Thailand;South China Sea;1.680.000.000;pieces/m3;500-30000;Medium;Metal spoon;Bissen and Chawchai, 2020;Bissen, R., C. Sakonvan. 2020. Microplastics on beaches along the eastern Gulf of Thailand - A preliminary study. Marine Pollution Bulletin 157, 111345. https://doi.org/10.1016/j.marpolbul.2020.111345;https://doi.org/10.1016/j.marpolbul.2020.111345;Chulalongkorn University, Bangkok, Thailand;;278059;https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:278059
15175;11/04/2019;126.636;1.010.383;Pacific Ocean;Gulf of Thailand;South China Sea;800.000.000.000;pieces/m3;>40000;Very High;Metal spoon;Bissen and Chawchai, 2020;Bissen, R., C. Sakonvan. 2020. Microplastics on beaches along the eastern Gulf of Thailand - A preliminary study. Marine Pollution Bulletin 157, 111345. https://doi.org/10.1016/j.marpolbul.2020.111345;https://doi.org/10.1016/j.marpolbul.2020.111345;Chulalongkorn University, Bangkok, Thailand;;278059;https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:278059
15176;11/04/2019;126.639;1.010.403;Pacific Ocean;Gulf of Thailand;South China Sea;400.000.000.000;pieces/m3;>40000;Very High;Metal spoon;Bissen and Chawchai, 2020;Bissen, R., C. Sakonvan. 2020. Microplastics on beaches along the eastern Gulf of Thailand - A preliminary study. Marine Pollution Bulletin 157, 111345. https://doi.org/10.1016/j.marpolbul.2020.111345;https://doi.org/10.1016/j.marpolbul.2020.111345;Chulalongkorn University, Bangkok, Thailand;;278059;https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:278059
15177;11/04/2019;126.650;1.010.425;Pacific Ocean;Gulf of Thailand;South China Sea;40.000.000.000;pieces/m3;>40000;Very High;Metal spoon;Bissen and Chawchai, 2020;Bissen, R., C. Sakonvan. 2020. Microplastics on beaches along the eastern Gulf of Thailand - A preliminary study. Marine Pollution Bulletin 157, 111345. https://doi.org/10.1016/j.marpolbul.2020.111345;https://doi.org/10.1016/j.marpolbul.2020.111345;Chulalongkorn University, Bangkok, Thailand;;278059;https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:278059
15178;11/04/2019;126.742;1.010.644;Pacific Ocean;Gulf of Thailand;South China Sea;35.680.000.000;pieces/m3;30000-40000;High;Metal spoon;Bissen and Chawchai, 2020;Bissen, R., C. Sakonvan. 2020. Microplastics on beaches along the eastern Gulf of Thailand - A preliminary study. Marine Pollution Bulletin 157, 111345. https://doi.org/10.1016/j.marpolbul.2020.111345;https://doi.org/10.1016/j.marpolbul.2020.111345;Chulalongkorn University, Bangkok, Thailand;;278059;https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:278059
15179;11/04/2019;126.747;1.010.669;Pacific Ocean;Gulf of Thailand;South China Sea;68.480.000.000;pieces/m3;>40000;Very High;Metal spoon;Bissen and Chawchai, 2020;Bissen, R., C. Sakonvan. 2020. Microplastics on beaches along the eastern Gulf of Thailand - A preliminary study. Marine Pollution Bulletin 157, 111345. https://doi.org/10.1016/j.marpolbul.2020.111345;https://doi.org/10.1016/j.marpolbul.2020.111345;Chulalongkorn University, Bangkok, Thailand;;278059;https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:278059
15180;11/04/2019;126.750;1.010.700;Pacific Ocean;Gulf of Thailand;South China Sea;15.280.000.000;pieces/m3;500-30000;Medium;Metal spoon;Bissen and Chawchai, 2020;Bissen, R., C. Sakonvan. 2020. Microplastics on beaches along the eastern Gulf of Thailand - A preliminary study. Marine Pollution Bulletin 157, 111345. https://doi.org/10.1016/j.marpolbul.2020.111345;https://doi.org/10.1016/j.marpolbul.2020.111345;Chulalongkorn University, Bangkok, Thailand;;278059;https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:278059
15181;11/04/2019;126.289;1.013.483;Pacific Ocean;Gulf of Thailand;South China Sea;22.560.000.000;pieces/m3;500-30000;Medium;Metal spoon;Bissen and Chawchai, 2020;Bissen, R., C. Sakonvan. 2020. Microplastics on beaches along the eastern Gulf of Thailand - A preliminary study. Marine Pollution Bulletin 157, 111345. https://doi.org/10.1016/j.marpolbul.2020.111345;https://doi.org/10.1016/j.marpolbul.2020.111345;Chulalongkorn University, Bangkok, Thailand;;278059;https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:278059
15182;11/04/2019;126.189;1.013.700;Pacific Ocean;Gulf of Thailand;South China Sea;28.160.000.000;pieces/m3;500-30000;Medium;Metal spoon;Bissen and Chawchai, 2020;Bissen, R., C. Sakonvan. 2020. Microplastics on beaches along the eastern Gulf of Thailand - A preliminary study. Marine Pollution Bulletin 157, 111345. https://doi.org/10.1016/j.marpolbul.2020.111345;https://doi.org/10.1016/j.marpolbul.2020.111345;Chulalongkorn University, Bangkok, Thailand;;278059;https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:278059
15183;11/04/2019;126.100;1.013.875;Pacific Ocean;Gulf of Thailand;South China Sea;33.680.000.000;pieces/m3;30000-40000;High;Metal spoon;Bissen and Chawchai, 2020;Bissen, R., C. Sakonvan. 2020. Microplastics on beaches along the eastern Gulf of Thailand - A preliminary study. Marine Pollution Bulletin 157, 111345. https://doi.org/10.1016/j.marpolbul.2020.111345;https://doi.org/10.1016/j.marpolbul.2020.111345;Chulalongkorn University, Bangkok, Thailand;;278059;https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:278059
15184;11/04/2019;126.178;1.014.256;Pacific Ocean;Gulf of Thailand;South China Sea;69.040.000.000;pieces/m3;>40000;Very High;Metal spoon;Bissen and Chawchai, 2020;Bissen, R., C. Sakonvan. 2020. Microplastics on beaches along the eastern Gulf of Thailand - A preliminary study. Marine Pollution Bulletin 157, 111345. https://doi.org/10.1016/j.marpolbul.2020.111345;https://doi.org/10.1016/j.marpolbul.2020.111345;Chulalongkorn University, Bangkok, Thailand;;278059;https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:278059
15185;11/04/2019;126.311;1.014.508;Pacific Ocean;Gulf of Thailand;South China Sea;83.040.000.000;pieces/m3;>40000;Very High;Metal spoon;Bissen and Chawchai, 2020;Bissen, R., C. Sakonvan. 2020. Microplastics on beaches along the eastern Gulf of Thailand - A preliminary study. Marine Pollution Bulletin 157, 111345. https://doi.org/10.1016/j.marpolbul.2020.111345;https://doi.org/10.1016/j.marpolbul.2020.111345;Chulalongkorn University, Bangkok, Thailand;;278059;https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:278059
15186;11/04/2019;126.322;1.014.897;Pacific Ocean;Gulf of Thailand;South China Sea;89.120.000.000;pieces/m3;>40000;Very High;Metal spoon;Bissen and Chawchai, 2020;Bissen, R., C. Sakonvan. 2020. Microplastics on beaches along the eastern Gulf of Thailand - A preliminary study. Marine Pollution Bulletin 157, 111345. https://doi.org/10.1016/j.marpolbul.2020.111345;https://doi.org/10.1016/j.marpolbul.2020.111345;Chulalongkorn University, Bangkok, Thailand;;278059;https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:278059
15187;11/04/2019;126.531;1.016.075;Pacific Ocean;Gulf of Thailand;South China Sea;20.000.000.000;pieces/m3;500-30000;Medium;Metal spoon;Bissen and Chawchai, 2020;Bissen, R., C. Sakonvan. 2020. Microplastics on beaches along the eastern Gulf of Thailand - A preliminary study. Marine Pollution Bulletin 157, 111345. https://doi.org/10.1016/j.marpolbul.2020.111345;https://doi.org/10.1016/j.marpolbul.2020.111345;Chulalongkorn University, Bangkok, Thailand;;278059;https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:278059
15188;11/04/2019;126.431;1.016.239;Pacific Ocean;Gulf of Thailand;South China Sea;33.840.000.000;pieces/m3;30000-40000;High;Metal spoon;Bissen and Chawchai, 2020;Bissen, R., C. Sakonvan. 2020. Microplastics on beaches along the eastern Gulf of Thailand - A preliminary study. Marine Pollution Bulletin 157, 111345. https://doi.org/10.1016/j.marpolbul.2020.111345;https://doi.org/10.1016/j.marpolbul.2020.111345;Chulalongkorn University, Bangkok, Thailand;;278059;https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:278059
15189;11/04/2019;126.433;1.016.356;Pacific Ocean;Gulf of Thailand;South China Sea;53.280.000.000;pieces/m3;>40000;Very High;Metal spoon;Bissen and Chawchai, 2020;Bissen, R., C. Sakonvan. 2020. Microplastics on beaches along the eastern Gulf of Thailand - A preliminary study. Marine Pollution Bulletin 157, 111345. https://doi.org/10.1016/j.marpolbul.2020.111345;https://doi.org/10.1016/j.marpolbul.2020.111345;Chulalongkorn University, Bangkok, Thailand;;278059;https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:278059
15190;11/04/2019;126.033;1.018.769;Pacific Ocean;Gulf of Thailand;South China Sea;3.760.000.000;pieces/m3;500-30000;Medium;Metal spoon;Bissen and Chawchai, 2020;Bissen, R., C. Sakonvan. 2020. Microplastics on beaches along the eastern Gulf of Thailand - A preliminary study. Marine Pollution Bulletin 157, 111345. https://doi.org/10.1016/j.marpolbul.2020.111345;https://doi.org/10.1016/j.marpolbul.2020.111345;Chulalongkorn University, Bangkok, Thailand;;278059;https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:278059
15191;11/04/2019;126.058;1.018.736;Pacific Ocean;Gulf of Thailand;South China Sea;21.920.000.000;pieces/m3;500-30000;Medium;Metal spoon;Bissen and Chawchai, 2020;Bissen, R., C. Sakonvan. 2020. Microplastics on beaches along the eastern Gulf of Thailand - A preliminary study. Marine Pollution Bulletin 157, 111345. https://doi.org/10.1016/j.marpolbul.2020.111345;https://doi.org/10.1016/j.marpolbul.2020.111345;Chulalongkorn University, Bangkok, Thailand;;278059;https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:278059
15192;11/04/2019;126.078;1.018.711;Pacific Ocean;Gulf of Thailand;South China Sea;23.360.000.000;pieces/m3;500-30000;Medium;Metal spoon;Bissen and Chawchai, 2020;Bissen, R., C. Sakonvan. 2020. Microplastics on beaches along the eastern Gulf of Thailand - A preliminary study. Marine Pollution Bulletin 157, 111345. https://doi.org/10.1016/j.marpolbul.2020.111345;https://doi.org/10.1016/j.marpolbul.2020.111345;Chulalongkorn University, Bangkok, Thailand;;278059;https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:278059
15193;12/04/2019;125.728;1.018.928;Pacific Ocean;Gulf of Thailand;South China Sea;20.000.000.000;pieces/m3;500-30000;Medium;Metal spoon;Bissen and Chawchai, 2020;Bissen, R., C. Sakonvan. 2020. Microplastics on beaches along the eastern Gulf of Thailand - A preliminary study. Marine Pollution Bulletin 157, 111345. https://doi.org/10.1016/j.marpolbul.2020.111345;https://doi.org/10.1016/j.marpolbul.2020.111345;Chulalongkorn University, Bangkok, Thailand;;278059;https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:278059
15194;12/04/2019;125.550;1.019.169;Pacific Ocean;Gulf of Thailand;South China Sea;99.920.000.000;pieces/m3;>40000;Very High;Metal spoon;Bissen and Chawchai, 2020;Bissen, R., C. Sakonvan. 2020. Microplastics on beaches along the eastern Gulf of Thailand - A preliminary study. Marine Pollution Bulletin 157, 111345. https://doi.org/10.1016/j.marpolbul.2020.111345;https://doi.org/10.1016/j.marpolbul.2020.111345;Chulalongkorn University, Bangkok, Thailand;;278059;https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:278059
15195;12/04/2019;125.536;1.019.292;Pacific Ocean;Gulf of Thailand;South China Sea;80.000.000.000;pieces/m3;>40000;Very High;Metal spoon;Bissen and Chawchai, 2020;Bissen, R., C. Sakonvan. 2020. Microplastics on beaches along the eastern Gulf of Thailand - A preliminary study. Marine Pollution Bulletin 157, 111345. https://doi.org/10.1016/j.marpolbul.2020.111345;https://doi.org/10.1016/j.marpolbul.2020.111345;Chulalongkorn University, Bangkok, Thailand;;278059;https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:278059
15196;12/04/2019;124.789;1.020.658;Pacific Ocean;Gulf of Thailand;South China Sea;72.480.000.000;pieces/m3;>40000;Very High;Metal spoon;Bissen and Chawchai, 2020;Bissen, R., C. Sakonvan. 2020. Microplastics on beaches along the eastern Gulf of Thailand - A preliminary study. Marine Pollution Bulletin 157, 111345. https://doi.org/10.1016/j.marpolbul.2020.111345;https://doi.org/10.1016/j.marpolbul.2020.111345;Chulalongkorn University, Bangkok, Thailand;;278059;https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:278059
15197;14/04/2019;121.694;1.024.064;Pacific Ocean;Gulf of Thailand;South China Sea;80.000.000.000;pieces/m3;>40000;Very High;Metal spoon;Bissen and Chawchai, 2020;Bissen, R., C. Sakonvan. 2020. Microplastics on beaches along the eastern Gulf of Thailand - A preliminary study. Marine Pollution Bulletin 157, 111345. https://doi.org/10.1016/j.marpolbul.2020.111345;https://doi.org/10.1016/j.marpolbul.2020.111345;Chulalongkorn University, Bangkok, Thailand;;278059;https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:278059
