OBJECTID,Date,Latitude,Longitude,Oceans,Regions,Location,Microplastics Measurement (density),Unit,Density Range,Concentration Class,Sampling Method,Short Reference,Long Reference,DOI,Organization,NCEI Accession Number,NCEI Accession Link,Density Center
15196,12/04/2019,124.789,102.0658,Pacific Ocean,Gulf of Thailand,South China Sea,72.480.000.000,pieces/m3,40000,Very High,Metal spoon,"Bissen and Chawchai, 2020","Bissen, R., C. Sakonvan. 2020. Microplastics on beaches along the eastern Gulf of Thailand - A preliminary study. Marine Pollution Bulletin 157, 111345. https://doi.org/10.1016/j.marpolbul.2020.111345",https://doi.org/10.1016/j.marpolbul.2020.111345,"Chulalongkorn University, Bangkok, Thailand",278059,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:278059,40000.0
15197,14/04/2019,121.694,102.4064,Pacific Ocean,Gulf of Thailand,South China Sea,80.000.000.000,pieces/m3,40000,Very High,Metal spoon,"Bissen and Chawchai, 2020","Bissen, R., C. Sakonvan. 2020. Microplastics on beaches along the eastern Gulf of Thailand - A preliminary study. Marine Pollution Bulletin 157, 111345. https://doi.org/10.1016/j.marpolbul.2020.111345",https://doi.org/10.1016/j.marpolbul.2020.111345,"Chulalongkorn University, Bangkok, Thailand",278059,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:278059,40000.0
15198,14/04/2019,121.203,102.6639,Pacific Ocean,Gulf of Thailand,South China Sea,15.280.000.000,pieces/m3,500-30000,Medium,Metal spoon,"Bissen and Chawchai, 2020","Bissen, R., C. Sakonvan. 2020. Microplastics on beaches along the eastern Gulf of Thailand - A preliminary study. Marine Pollution Bulletin 157, 111345. https://doi.org/10.1016/j.marpolbul.2020.111345",https://doi.org/10.1016/j.marpolbul.2020.111345,"Chulalongkorn University, Bangkok, Thailand",278059,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:278059,15250.0
15199,14/04/2019,120.383,102.7556,Pacific Ocean,Gulf of Thailand,South China Sea,16.000.000.000,pieces/m3,500-30000,Medium,Metal spoon,"Bissen and Chawchai, 2020","Bissen, R., C. Sakonvan. 2020. Microplastics on beaches along the eastern Gulf of Thailand - A preliminary study. Marine Pollution Bulletin 157, 111345. https://doi.org/10.1016/j.marpolbul.2020.111345",https://doi.org/10.1016/j.marpolbul.2020.111345,"Chulalongkorn University, Bangkok, Thailand",278059,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:278059,15250.0
15200,14/04/2019,119.967,102.7694,Pacific Ocean,Gulf of Thailand,South China Sea,18.400.000.000,pieces/m3,500-30000,Medium,Metal spoon,"Bissen and Chawchai, 2020","Bissen, R., C. Sakonvan. 2020. Microplastics on beaches along the eastern Gulf of Thailand - A preliminary study. Marine Pollution Bulletin 157, 111345. https://doi.org/10.1016/j.marpolbul.2020.111345",https://doi.org/10.1016/j.marpolbul.2020.111345,"Chulalongkorn University, Bangkok, Thailand",278059,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:278059,15250.0
15201,14/04/2019,119.736,102.7694,Pacific Ocean,Gulf of Thailand,South China Sea,6.640.000.000,pieces/m3,500-30000,Medium,Metal spoon,"Bissen and Chawchai, 2020","Bissen, R., C. Sakonvan. 2020. Microplastics on beaches along the eastern Gulf of Thailand - A preliminary study. Marine Pollution Bulletin 157, 111345. https://doi.org/10.1016/j.marpolbul.2020.111345",https://doi.org/10.1016/j.marpolbul.2020.111345,"Chulalongkorn University, Bangkok, Thailand",278059,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:278059,15250.0
15202,14/04/2019,118.989,102.7831,Pacific Ocean,Gulf of Thailand,South China Sea,200.000.000.000,pieces/m3,40000,Very High,Metal spoon,"Bissen and Chawchai, 2020","Bissen, R., C. Sakonvan. 2020. Microplastics on beaches along the eastern Gulf of Thailand - A preliminary study. Marine Pollution Bulletin 157, 111345. https://doi.org/10.1016/j.marpolbul.2020.111345",https://doi.org/10.1016/j.marpolbul.2020.111345,"Chulalongkorn University, Bangkok, Thailand",278059,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:278059,40000.0
15203,14/04/2019,118.936,102.7875,Pacific Ocean,Gulf of Thailand,South China Sea,352.000.000.000,pieces/m3,40000,Very High,Metal spoon,"Bissen and Chawchai, 2020","Bissen, R., C. Sakonvan. 2020. Microplastics on beaches along the eastern Gulf of Thailand - A preliminary study. Marine Pollution Bulletin 157, 111345. https://doi.org/10.1016/j.marpolbul.2020.111345",https://doi.org/10.1016/j.marpolbul.2020.111345,"Chulalongkorn University, Bangkok, Thailand",278059,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:278059,40000.0
15204,22/09/2019,122.497,99.9797,Pacific Ocean,Gulf of Thailand,South China Sea,992.000.000,pieces/m3,500-30000,Medium,Metal spoon,Thepwilai et al. 2021,"Thepwilai, S., K. Wangritthikraikul, S. Chawchai, R. Bissen. 2021. Testing the factors controlling the numbers of microplastics on beaches along the western Gulf of Thailand. Marine Pollution Bulletin 168, 112467. https://doi.org/10.1016/j.marpolbul.2021.112467",https://doi.org/10.1016/j.marpolbul.2021.112467,"Chulalongkorn University, Bangkok, Thailand",278060,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:278060,15250.0
15205,22/09/2019,122.669,99.9742,Pacific Ocean,Gulf of Thailand,South China Sea,348.000.000,pieces/m3,100-500,Low,Metal spoon,Thepwilai et al. 2021,"Thepwilai, S., K. Wangritthikraikul, S. Chawchai, R. Bissen. 2021. Testing the factors controlling the numbers of microplastics on beaches along the western Gulf of Thailand. Marine Pollution Bulletin 168, 112467. https://doi.org/10.1016/j.marpolbul.2021.112467",https://doi.org/10.1016/j.marpolbul.2021.112467,"Chulalongkorn University, Bangkok, Thailand",278060,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:278060,300.0
15206,22/09/2019,123.397,99.9986,Pacific Ocean,Gulf of Thailand,South China Sea,372.000.000,pieces/m3,100-500,Low,Metal spoon,Thepwilai et al. 2021,"Thepwilai, S., K. Wangritthikraikul, S. Chawchai, R. Bissen. 2021. Testing the factors controlling the numbers of microplastics on beaches along the western Gulf of Thailand. Marine Pollution Bulletin 168, 112467. https://doi.org/10.1016/j.marpolbul.2021.112467",https://doi.org/10.1016/j.marpolbul.2021.112467,"Chulalongkorn University, Bangkok, Thailand",278060,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:278060,300.0
15207,22/09/2019,123.453,99.9975,Pacific Ocean,Gulf of Thailand,South China Sea,428.000.000,pieces/m3,100-500,Low,Metal spoon,Thepwilai et al. 2021,"Thepwilai, S., K. Wangritthikraikul, S. Chawchai, R. Bissen. 2021. Testing the factors controlling the numbers of microplastics on beaches along the western Gulf of Thailand. Marine Pollution Bulletin 168, 112467. https://doi.org/10.1016/j.marpolbul.2021.112467",https://doi.org/10.1016/j.marpolbul.2021.112467,"Chulalongkorn University, Bangkok, Thailand",278060,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:278060,300.0
15208,22/09/2019,123.608,99.9986,Pacific Ocean,Gulf of Thailand,South China Sea,11.308.000.000,pieces/m3,500-30000,Medium,Metal spoon,Thepwilai et al. 2021,"Thepwilai, S., K. Wangritthikraikul, S. Chawchai, R. Bissen. 2021. Testing the factors controlling the numbers of microplastics on beaches along the western Gulf of Thailand. Marine Pollution Bulletin 168, 112467. https://doi.org/10.1016/j.marpolbul.2021.112467",https://doi.org/10.1016/j.marpolbul.2021.112467,"Chulalongkorn University, Bangkok, Thailand",278060,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:278060,15250.0
15209,22/09/2019,115.658,99.6611,Pacific Ocean,Gulf of Thailand,South China Sea,188.000.000,pieces/m3,100-500,Low,Metal spoon,Thepwilai et al. 2021,"Thepwilai, S., K. Wangritthikraikul, S. Chawchai, R. Bissen. 2021. Testing the factors controlling the numbers of microplastics on beaches along the western Gulf of Thailand. Marine Pollution Bulletin 168, 112467. https://doi.org/10.1016/j.marpolbul.2021.112467",https://doi.org/10.1016/j.marpolbul.2021.112467,"Chulalongkorn University, Bangkok, Thailand",278060,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:278060,300.0
15210,22/09/2019,115.289,99.6428,Pacific Ocean,Gulf of Thailand,South China Sea,292.000.000,pieces/m3,100-500,Low,Metal spoon,Thepwilai et al. 2021,"Thepwilai, S., K. Wangritthikraikul, S. Chawchai, R. Bissen. 2021. Testing the factors controlling the numbers of microplastics on beaches along the western Gulf of Thailand. Marine Pollution Bulletin 168, 112467. https://doi.org/10.1016/j.marpolbul.2021.112467",https://doi.org/10.1016/j.marpolbul.2021.112467,"Chulalongkorn University, Bangkok, Thailand",278060,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:278060,300.0
15211,22/09/2019,115.089,99.6342,Pacific Ocean,Gulf of Thailand,South China Sea,160.000.000,pieces/m3,100-500,Low,Metal spoon,Thepwilai et al. 2021,"Thepwilai, S., K. Wangritthikraikul, S. Chawchai, R. Bissen. 2021. Testing the factors controlling the numbers of microplastics on beaches along the western Gulf of Thailand. Marine Pollution Bulletin 168, 112467. https://doi.org/10.1016/j.marpolbul.2021.112467",https://doi.org/10.1016/j.marpolbul.2021.112467,"Chulalongkorn University, Bangkok, Thailand",278060,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:278060,300.0
15212,22/09/2019,114.953,99.6306,Pacific Ocean,Gulf of Thailand,South China Sea,560.000.000,pieces/m3,500-30000,Medium,Metal spoon,Thepwilai et al. 2021,"Thepwilai, S., K. Wangritthikraikul, S. Chawchai, R. Bissen. 2021. Testing the factors controlling the numbers of microplastics on beaches along the western Gulf of Thailand. Marine Pollution Bulletin 168, 112467. https://doi.org/10.1016/j.marpolbul.2021.112467",https://doi.org/10.1016/j.marpolbul.2021.112467,"Chulalongkorn University, Bangkok, Thailand",278060,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:278060,15250.0
15213,22/09/2019,114.917,99.6311,Pacific Ocean,Gulf of Thailand,South China Sea,22.964.000.000,pieces/m3,500-30000,Medium,Metal spoon,Thepwilai et al. 2021,"Thepwilai, S., K. Wangritthikraikul, S. Chawchai, R. Bissen. 2021. Testing the factors controlling the numbers of microplastics on beaches along the western Gulf of Thailand. Marine Pollution Bulletin 168, 112467. https://doi.org/10.1016/j.marpolbul.2021.112467",https://doi.org/10.1016/j.marpolbul.2021.112467,"Chulalongkorn University, Bangkok, Thailand",278060,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:278060,15250.0
15214,22/09/2019,97.983,99.1386,Pacific Ocean,Gulf of Thailand,South China Sea,212.000.000,pieces/m3,100-500,Low,Metal spoon,Thepwilai et al. 2021,"Thepwilai, S., K. Wangritthikraikul, S. Chawchai, R. Bissen. 2021. Testing the factors controlling the numbers of microplastics on beaches along the western Gulf of Thailand. Marine Pollution Bulletin 168, 112467. https://doi.org/10.1016/j.marpolbul.2021.112467",https://doi.org/10.1016/j.marpolbul.2021.112467,"Chulalongkorn University, Bangkok, Thailand",278060,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:278060,300.0
15215,22/09/2019,97.708,99.1422,Pacific Ocean,Gulf of Thailand,South China Sea,560.000.000,pieces/m3,500-30000,Medium,Metal spoon,Thepwilai et al. 2021,"Thepwilai, S., K. Wangritthikraikul, S. Chawchai, R. Bissen. 2021. Testing the factors controlling the numbers of microplastics on beaches along the western Gulf of Thailand. Marine Pollution Bulletin 168, 112467. https://doi.org/10.1016/j.marpolbul.2021.112467",https://doi.org/10.1016/j.marpolbul.2021.112467,"Chulalongkorn University, Bangkok, Thailand",278060,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:278060,15250.0
15216,22/09/2019,97.436,99.1458,Pacific Ocean,Gulf of Thailand,South China Sea,1.012.000.000,pieces/m3,500-30000,Medium,Metal spoon,Thepwilai et al. 2021,"Thepwilai, S., K. Wangritthikraikul, S. Chawchai, R. Bissen. 2021. Testing the factors controlling the numbers of microplastics on beaches along the western Gulf of Thailand. Marine Pollution Bulletin 168, 112467. https://doi.org/10.1016/j.marpolbul.2021.112467",https://doi.org/10.1016/j.marpolbul.2021.112467,"Chulalongkorn University, Bangkok, Thailand",278060,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:278060,15250.0
15217,22/09/2019,97.261,99.1508,Pacific Ocean,Gulf of Thailand,South China Sea,648.000.000,pieces/m3,500-30000,Medium,Metal spoon,Thepwilai et al. 2021,"Thepwilai, S., K. Wangritthikraikul, S. Chawchai, R. Bissen. 2021. Testing the factors controlling the numbers of microplastics on beaches along the western Gulf of Thailand. Marine Pollution Bulletin 168, 112467. https://doi.org/10.1016/j.marpolbul.2021.112467",https://doi.org/10.1016/j.marpolbul.2021.112467,"Chulalongkorn University, Bangkok, Thailand",278060,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:278060,15250.0
15218,22/09/2019,96.894,99.1600,Pacific Ocean,Gulf of Thailand,South China Sea,7.548.000.000,pieces/m3,500-30000,Medium,Metal spoon,Thepwilai et al. 2021,"Thepwilai, S., K. Wangritthikraikul, S. Chawchai, R. Bissen. 2021. Testing the factors controlling the numbers of microplastics on beaches along the western Gulf of Thailand. Marine Pollution Bulletin 168, 112467. https://doi.org/10.1016/j.marpolbul.2021.112467",https://doi.org/10.1016/j.marpolbul.2021.112467,"Chulalongkorn University, Bangkok, Thailand",278060,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:278060,15250.0
15219,22/09/2019,87.658,99.9358,Pacific Ocean,Gulf of Thailand,South China Sea,132.000.000,pieces/m3,100-500,Low,Metal spoon,Thepwilai et al. 2021,"Thepwilai, S., K. Wangritthikraikul, S. Chawchai, R. Bissen. 2021. Testing the factors controlling the numbers of microplastics on beaches along the western Gulf of Thailand. Marine Pollution Bulletin 168, 112467. https://doi.org/10.1016/j.marpolbul.2021.112467",https://doi.org/10.1016/j.marpolbul.2021.112467,"Chulalongkorn University, Bangkok, Thailand",278060,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:278060,300.0
15220,22/09/2019,87.769,99.9350,Pacific Ocean,Gulf of Thailand,South China Sea,452.000.000,pieces/m3,100-500,Low,Metal spoon,Thepwilai et al. 2021,"Thepwilai, S., K. Wangritthikraikul, S. Chawchai, R. Bissen. 2021. Testing the factors controlling the numbers of microplastics on beaches along the western Gulf of Thailand. Marine Pollution Bulletin 168, 112467. https://doi.org/10.1016/j.marpolbul.2021.112467",https://doi.org/10.1016/j.marpolbul.2021.112467,"Chulalongkorn University, Bangkok, Thailand",278060,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:278060,300.0
15221,22/09/2019,88.092,99.9300,Pacific Ocean,Gulf of Thailand,South China Sea,240.000.000,pieces/m3,100-500,Low,Metal spoon,Thepwilai et al. 2021,"Thepwilai, S., K. Wangritthikraikul, S. Chawchai, R. Bissen. 2021. Testing the factors controlling the numbers of microplastics on beaches along the western Gulf of Thailand. Marine Pollution Bulletin 168, 112467. https://doi.org/10.1016/j.marpolbul.2021.112467",https://doi.org/10.1016/j.marpolbul.2021.112467,"Chulalongkorn University, Bangkok, Thailand",278060,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:278060,300.0
15222,22/09/2019,88.203,99.9278,Pacific Ocean,Gulf of Thailand,South China Sea,1.092.000.000,pieces/m3,500-30000,Medium,Metal spoon,Thepwilai et al. 2021,"Thepwilai, S., K. Wangritthikraikul, S. Chawchai, R. Bissen. 2021. Testing the factors controlling the numbers of microplastics on beaches along the western Gulf of Thailand. Marine Pollution Bulletin 168, 112467. https://doi.org/10.1016/j.marpolbul.2021.112467",https://doi.org/10.1016/j.marpolbul.2021.112467,"Chulalongkorn University, Bangkok, Thailand",278060,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:278060,15250.0
15223,22/09/2019,88.561,99.9219,Pacific Ocean,Gulf of Thailand,South China Sea,80.000.000,pieces/m3,0-100,Very Low,Metal spoon,Thepwilai et al. 2021,"Thepwilai, S., K. Wangritthikraikul, S. Chawchai, R. Bissen. 2021. Testing the factors controlling the numbers of microplastics on beaches along the western Gulf of Thailand. Marine Pollution Bulletin 168, 112467. https://doi.org/10.1016/j.marpolbul.2021.112467",https://doi.org/10.1016/j.marpolbul.2021.112467,"Chulalongkorn University, Bangkok, Thailand",278060,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:278060,50.0
15224,22/09/2019,77.214,100.3833,Pacific Ocean,Gulf of Thailand,South China Sea,188.000.000,pieces/m3,100-500,Low,Metal spoon,Thepwilai et al. 2021,"Thepwilai, S., K. Wangritthikraikul, S. Chawchai, R. Bissen. 2021. Testing the factors controlling the numbers of microplastics on beaches along the western Gulf of Thailand. Marine Pollution Bulletin 168, 112467. https://doi.org/10.1016/j.marpolbul.2021.112467",https://doi.org/10.1016/j.marpolbul.2021.112467,"Chulalongkorn University, Bangkok, Thailand",278060,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:278060,300.0
15225,22/09/2019,77.061,100.3872,Pacific Ocean,Gulf of Thailand,South China Sea,348.000.000,pieces/m3,100-500,Low,Metal spoon,Thepwilai et al. 2021,"Thepwilai, S., K. Wangritthikraikul, S. Chawchai, R. Bissen. 2021. Testing the factors controlling the numbers of microplastics on beaches along the western Gulf of Thailand. Marine Pollution Bulletin 168, 112467. https://doi.org/10.1016/j.marpolbul.2021.112467",https://doi.org/10.1016/j.marpolbul.2021.112467,"Chulalongkorn University, Bangkok, Thailand",278060,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:278060,300.0
15226,22/09/2019,76.883,100.3911,Pacific Ocean,Gulf of Thailand,South China Sea,772.000.000,pieces/m3,500-30000,Medium,Metal spoon,Thepwilai et al. 2021,"Thepwilai, S., K. Wangritthikraikul, S. Chawchai, R. Bissen. 2021. Testing the factors controlling the numbers of microplastics on beaches along the western Gulf of Thailand. Marine Pollution Bulletin 168, 112467. https://doi.org/10.1016/j.marpolbul.2021.112467",https://doi.org/10.1016/j.marpolbul.2021.112467,"Chulalongkorn University, Bangkok, Thailand",278060,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:278060,15250.0
15227,22/09/2019,76.736,100.3956,Pacific Ocean,Gulf of Thailand,South China Sea,400.000.000,pieces/m3,100-500,Low,Metal spoon,Thepwilai et al. 2021,"Thepwilai, S., K. Wangritthikraikul, S. Chawchai, R. Bissen. 2021. Testing the factors controlling the numbers of microplastics on beaches along the western Gulf of Thailand. Marine Pollution Bulletin 168, 112467. https://doi.org/10.1016/j.marpolbul.2021.112467",https://doi.org/10.1016/j.marpolbul.2021.112467,"Chulalongkorn University, Bangkok, Thailand",278060,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:278060,300.0
15228,22/09/2019,76.544,100.4000,Pacific Ocean,Gulf of Thailand,South China Sea,1.040.000.000,pieces/m3,500-30000,Medium,Metal spoon,Thepwilai et al. 2021,"Thepwilai, S., K. Wangritthikraikul, S. Chawchai, R. Bissen. 2021. Testing the factors controlling the numbers of microplastics on beaches along the western Gulf of Thailand. Marine Pollution Bulletin 168, 112467. https://doi.org/10.1016/j.marpolbul.2021.112467",https://doi.org/10.1016/j.marpolbul.2021.112467,"Chulalongkorn University, Bangkok, Thailand",278060,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:278060,15250.0
21654,11/10/2017,218.899,108.5969,Pacific Ocean,South China Sea,South China Sea,4.533.333.333,pieces/m3,10,Very High,stainless-steel sampler,Zhu et al. 2019,"Zhu, J., Q. Zhang, Y. Li, S. Tan, Z. Kang, X. Yu, W. Lan, L. Cai, J. Wang, H. Shi. 2019. Microplastic pollution in the Maowei Sea, a typical mariculture bay of China. Science of The Total Environment 658, 62-68. https://doi.org/10.1016/j.scitotenv.2018.12.192.",https://doi.org/10.1016/j.scitotenv.2018.12.192,"Beibu Gulf University, China",280675,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:280675,10.0
21655,11/10/2017,219.078,108.5433,Pacific Ocean,South China Sea,South China Sea,2.866.666.667,pieces/m3,10,Very High,stainless-steel sampler,Zhu et al. 2019,"Zhu, J., Q. Zhang, Y. Li, S. Tan, Z. Kang, X. Yu, W. Lan, L. Cai, J. Wang, H. Shi. 2019. Microplastic pollution in the Maowei Sea, a typical mariculture bay of China. Science of The Total Environment 658, 62-68. https://doi.org/10.1016/j.scitotenv.2018.12.192.",https://doi.org/10.1016/j.scitotenv.2018.12.192,"Beibu Gulf University, China",280675,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:280675,10.0
21656,11/10/2017,218.821,108.4674,Pacific Ocean,South China Sea,South China Sea,3.733.333.333,pieces/m3,10,Very High,stainless-steel sampler,Zhu et al. 2019,"Zhu, J., Q. Zhang, Y. Li, S. Tan, Z. Kang, X. Yu, W. Lan, L. Cai, J. Wang, H. Shi. 2019. Microplastic pollution in the Maowei Sea, a typical mariculture bay of China. Science of The Total Environment 658, 62-68. https://doi.org/10.1016/j.scitotenv.2018.12.192.",https://doi.org/10.1016/j.scitotenv.2018.12.192,"Beibu Gulf University, China",280675,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:280675,10.0
21657,11/10/2017,218.406,108.5924,Pacific Ocean,South China Sea,South China Sea,1.933.333.333,pieces/m3,10,Very High,stainless-steel sampler,Zhu et al. 2019,"Zhu, J., Q. Zhang, Y. Li, S. Tan, Z. Kang, X. Yu, W. Lan, L. Cai, J. Wang, H. Shi. 2019. Microplastic pollution in the Maowei Sea, a typical mariculture bay of China. Science of The Total Environment 658, 62-68. https://doi.org/10.1016/j.scitotenv.2018.12.192.",https://doi.org/10.1016/j.scitotenv.2018.12.192,"Beibu Gulf University, China",280675,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:280675,10.0
21658,11/10/2017,218.421,108.5603,Pacific Ocean,South China Sea,South China Sea,10.133.333.333,pieces/m3,10,Very High,stainless-steel sampler,Zhu et al. 2019,"Zhu, J., Q. Zhang, Y. Li, S. Tan, Z. Kang, X. Yu, W. Lan, L. Cai, J. Wang, H. Shi. 2019. Microplastic pollution in the Maowei Sea, a typical mariculture bay of China. Science of The Total Environment 658, 62-68. https://doi.org/10.1016/j.scitotenv.2018.12.192.",https://doi.org/10.1016/j.scitotenv.2018.12.192,"Beibu Gulf University, China",280675,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:280675,10.0
21659,11/10/2017,218.564,108.5493,Pacific Ocean,South China Sea,South China Sea,2.466.666.667,pieces/m3,10,Very High,stainless-steel sampler,Zhu et al. 2019,"Zhu, J., Q. Zhang, Y. Li, S. Tan, Z. Kang, X. Yu, W. Lan, L. Cai, J. Wang, H. Shi. 2019. Microplastic pollution in the Maowei Sea, a typical mariculture bay of China. Science of The Total Environment 658, 62-68. https://doi.org/10.1016/j.scitotenv.2018.12.192.",https://doi.org/10.1016/j.scitotenv.2018.12.192,"Beibu Gulf University, China",280675,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:280675,10.0
21660,11/10/2017,218.24,108.5141,Pacific Ocean,South China Sea,South China Sea,2.600.000.000,pieces/m3,10,Very High,stainless-steel sampler,Zhu et al. 2019,"Zhu, J., Q. Zhang, Y. Li, S. Tan, Z. Kang, X. Yu, W. Lan, L. Cai, J. Wang, H. Shi. 2019. Microplastic pollution in the Maowei Sea, a typical mariculture bay of China. Science of The Total Environment 658, 62-68. https://doi.org/10.1016/j.scitotenv.2018.12.192.",https://doi.org/10.1016/j.scitotenv.2018.12.192,"Beibu Gulf University, China",280675,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:280675,10.0
21661,11/10/2017,218.383,108.5340,Pacific Ocean,South China Sea,South China Sea,2.400.000.000,pieces/m3,10,Very High,stainless-steel sampler,Zhu et al. 2019,"Zhu, J., Q. Zhang, Y. Li, S. Tan, Z. Kang, X. Yu, W. Lan, L. Cai, J. Wang, H. Shi. 2019. Microplastic pollution in the Maowei Sea, a typical mariculture bay of China. Science of The Total Environment 658, 62-68. https://doi.org/10.1016/j.scitotenv.2018.12.192.",https://doi.org/10.1016/j.scitotenv.2018.12.192,"Beibu Gulf University, China",280675,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:280675,10.0
21662,11/10/2017,218.149,108.5331,Pacific Ocean,South China Sea,South China Sea,2.200.000.000,pieces/m3,10,Very High,stainless-steel sampler,Zhu et al. 2019,"Zhu, J., Q. Zhang, Y. Li, S. Tan, Z. Kang, X. Yu, W. Lan, L. Cai, J. Wang, H. Shi. 2019. Microplastic pollution in the Maowei Sea, a typical mariculture bay of China. Science of The Total Environment 658, 62-68. https://doi.org/10.1016/j.scitotenv.2018.12.192.",https://doi.org/10.1016/j.scitotenv.2018.12.192,"Beibu Gulf University, China",280675,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:280675,10.0
21663,11/10/2017,217.909,108.5307,Pacific Ocean,South China Sea,South China Sea,2.600.000.000,pieces/m3,10,Very High,stainless-steel sampler,Zhu et al. 2019,"Zhu, J., Q. Zhang, Y. Li, S. Tan, Z. Kang, X. Yu, W. Lan, L. Cai, J. Wang, H. Shi. 2019. Microplastic pollution in the Maowei Sea, a typical mariculture bay of China. Science of The Total Environment 658, 62-68. https://doi.org/10.1016/j.scitotenv.2018.12.192.",https://doi.org/10.1016/j.scitotenv.2018.12.192,"Beibu Gulf University, China",280675,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:280675,10.0
21664,11/10/2017,217.676,108.5370,Pacific Ocean,South China Sea,South China Sea,1.800.000.000,pieces/m3,10,Very High,stainless-steel sampler,Zhu et al. 2019,"Zhu, J., Q. Zhang, Y. Li, S. Tan, Z. Kang, X. Yu, W. Lan, L. Cai, J. Wang, H. Shi. 2019. Microplastic pollution in the Maowei Sea, a typical mariculture bay of China. Science of The Total Environment 658, 62-68. https://doi.org/10.1016/j.scitotenv.2018.12.192.",https://doi.org/10.1016/j.scitotenv.2018.12.192,"Beibu Gulf University, China",280675,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:280675,10.0
